time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-26T10:27:11.600Z,38.8248329,-122.7968369,2.45,1.13,md,17,76,0.01044,0.02,nc,nc73331991,2020-01-26T11:33:04.294Z,"6km NNW of The Geysers, CA",earthquake,0.25,0.55,0.21,4,automatic,nc,nc
2020-01-26T10:20:56.898Z,-35.6395,-179.3532,10,4.6,mb,,224,2.688,0.39,us,us60007gef,2020-01-26T11:30:56.040Z,"East of the North Island of New Zealand",earthquake,13.5,2,0.141,15,reviewed,us,us
2020-01-26T10:06:16.370Z,33.1401667,-116.5063333,10.59,0.65,ml,27,45,0.132,0.27,ci,ci39282584,2020-01-26T10:10:02.458Z,"11km NE of Julian, CA",earthquake,0.42,1,0.108,13,automatic,ci,ci
2020-01-26T10:03:14.250Z,38.8328323,-122.8176651,1.51,0.93,md,17,66,0.01113,0.02,nc,nc73331986,2020-01-26T11:08:03.145Z,"8km NW of The Geysers, CA",earthquake,0.23,0.47,0.04,3,automatic,nc,nc
2020-01-26T09:58:24.580Z,38.831501,-122.810997,1.89,0.56,md,5,164,0.008126,0,nc,nc73331981,2020-01-26T10:43:02.981Z,"8km NW of The Geysers, CA",earthquake,2.73,2.41,,1,automatic,nc,nc
2020-01-26T09:51:39.230Z,19.1808338,-155.4485016,34.46,1.88,md,48,143,0.02837,0.1,hv,hv71351857,2020-01-26T09:54:52.500Z,"4km SE of Pahala, Hawaii",earthquake,0.68,0.76,0.16,9,automatic,hv,hv
2020-01-26T09:44:48.380Z,35.9151667,-117.739,9.98,0.48,ml,10,76,0.07242,0.07,ci,ci39282576,2020-01-26T09:48:20.849Z,"15km E of Little Lake, CA",earthquake,0.24,0.74,0.294,5,automatic,ci,ci
2020-01-26T09:43:36.351Z,-35.6551,-179.817,10,5.2,mb,,64,2.429,1.24,us,us60007gdu,2020-01-26T10:02:58.040Z,"East of the North Island of New Zealand",earthquake,8.6,1.6,0.1,33,reviewed,us,us
2020-01-26T09:42:38.954Z,12.6216,-86.9318,181.71,4.5,mb,,144,0.099,0.45,us,us60007gds,2020-01-26T09:56:00.040Z,"9km NNE of Posoltega, Nicaragua",earthquake,7.7,6.9,0.066,66,reviewed,us,us
2020-01-26T09:32:18.200Z,35.617,-117.6005,7.35,1.2,ml,16,105,0.1167,0.2,ci,ci39282568,2020-01-27T15:18:20.912Z,"7km E of Ridgecrest, CA",earthquake,0.36,1.93,0.168,14,reviewed,ci,ci
2020-01-26T09:17:08.542Z,51.0874,-179.8181,10.8,4.2,ml,,,,0.61,ak,ak020175fl8i,2020-01-27T22:52:30.917Z,"53km WSW of Amatignak Island, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-26T09:14:04.209Z,51.1419,-179.8196,13.1,5.1,ml,,,,0.69,ak,ak020175fnvc,2020-01-27T22:52:31.929Z,"51km WSW of Amatignak Island, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2020-01-26T09:12:07.241Z,51.2345,-179.7989,23.59,5.6,mww,,78,0.583,1.15,us,us60007gca,2020-01-27T22:52:29.846Z,"48km W of Amatignak Island, Alaska",earthquake,9.3,3.6,0.08,15,reviewed,us,us
2020-01-26T09:10:23.320Z,36.5206667,-89.5451667,7.61,2,md,24,103,0.06743,0.08,nm,nm60300756,2020-01-26T17:37:43.140Z,"7km SSW of New Madrid, Missouri",earthquake,0.19,0.56,0.126,19,reviewed,nm,nm
2020-01-26T09:10:04.835Z,50.8376,179.8283,26.07,4.2,mb,,215,0.634,0.82,us,us60007gcb,2020-01-26T09:45:51.040Z,"88km WSW of Amatignak Island, Alaska",earthquake,14.9,8.3,0.084,39,reviewed,us,us
2020-01-26T08:42:59.420Z,35.8686667,-117.6951667,2.08,0.98,ml,15,75,0.0825,0.19,ci,ci39282536,2020-01-26T08:46:46.228Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.47,0.122,12,automatic,ci,ci
2020-01-26T08:41:14.664Z,50.9267,-179.8729,39.97,4.4,mb,,204,0.689,1.13,us,us60007gbw,2020-01-27T22:52:28.815Z,"65km SW of Amatignak Island, Alaska",earthquake,12.3,9.6,0.043,160,reviewed,us,us
2020-01-26T08:37:37.487Z,51.0511,-179.8615,10.4,3.6,ml,,,,0.71,ak,ak020174yi0l,2020-01-27T22:52:27.756Z,"57km WSW of Amatignak Island, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-26T08:35:41.310Z,19.1676674,-155.4103394,35.11,1.72,md,18,264,0.1665,0.09,hv,hv71351782,2020-01-26T08:38:53.850Z,"8km ESE of Pahala, Hawaii",earthquake,1.19,1.18,0.15,3,automatic,hv,hv
2020-01-26T08:32:46.570Z,19.1956673,-155.35466,23.3,2.04,ml,15,212,0.1401,0.22,hv,hv71351777,2020-01-26T08:39:32.770Z,"13km E of Pahala, Hawaii",earthquake,1.59,2.06,2.75,6,automatic,hv,hv
2020-01-26T08:27:43.887Z,60.5708,-150.6401,34.5,1.7,ml,,,,0.55,ak,ak020174wded,2020-01-27T22:52:27.166Z,"7km ENE of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-26T08:26:54.790Z,32.8976667,-115.9801667,10.34,0.87,ml,9,115,0.01423,0.26,ci,ci39282528,2020-01-26T08:30:25.687Z,"18km N of Ocotillo, CA",earthquake,0.74,0.92,0.32,10,automatic,ci,ci
2020-01-26T08:22:34.800Z,36.0653343,-120.6470032,-0.51,1.39,md,11,139,0.04132,0.15,nc,nc73331966,2020-01-26T09:51:08.195Z,"24km ENE of San Ardo, CA",earthquake,1.29,5.66,0.27,5,automatic,nc,nc
2020-01-26T08:12:21.670Z,19.1871662,-155.4629974,34.99,2.27,md,45,111,0.0316,0.13,hv,hv71351757,2020-01-26T08:15:39.050Z,"2km SE of Pahala, Hawaii",earthquake,0.63,0.67,0.17,4,automatic,hv,hv
2020-01-26T08:11:57.754Z,51.1471,-179.8459,29.05,4.8,mb,,139,0.583,0.99,us,us60007gbk,2020-01-27T22:52:26.093Z,"53km WSW of Amatignak Island, Alaska",earthquake,7.2,5.7,0.029,377,reviewed,us,us
2020-01-26T08:09:43.230Z,38.2916667,-112.8671667,4.73,1.69,ml,20,69,0.1669,0.16,uu,uu60357942,2020-01-27T14:19:44.500Z,"17km SE of Milford, Utah",earthquake,0.4,1.06,0.344,2,reviewed,uu,uu
2020-01-26T08:06:00.490Z,37.637,-121.6868333,5.47,0.8,md,14,78,0.05763,0.07,nc,nc73331961,2020-01-28T00:41:02.296Z,"9km SE of Livermore, CA",earthquake,0.35,0.72,0.272,13,reviewed,nc,nc
2020-01-26T07:51:49.733Z,50.9641,-179.9769,25.57,4.4,mb,,212,0.615,0.71,us,us60007gb8,2020-01-27T22:52:25.067Z,"69km WSW of Amatignak Island, Alaska",earthquake,13.6,8.2,0.046,139,reviewed,us,us
2020-01-26T07:48:02.640Z,36.52683333,-98.982,7.57,0.6,ml,24,136,0.04679081805,0.08,ok,ok2020buha,2020-01-27T17:35:33.654Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.22,7,reviewed,ok,ok
2020-01-26T07:46:11.190Z,35.6668333,-117.4156667,5.84,1.31,ml,20,128,0.08867,0.22,ci,ci39282520,2020-01-27T15:18:52.332Z,"11km S of Searles Valley, CA",earthquake,0.57,1.46,0.157,15,reviewed,ci,ci
2020-01-26T07:40:15.554Z,63.2267,-150.5637,129.8,2,ml,,,,0.43,ak,ak020174dnxk,2020-01-27T22:52:24.463Z,"82km WSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-26T07:39:32.463Z,50.8989,179.997,25.52,4.4,mb,,237,0.649,0.83,us,us60007gb3,2020-01-27T22:52:23.439Z,"74km WSW of Amatignak Island, Alaska",earthquake,14.5,14.3,0.055,96,reviewed,us,us
2020-01-26T07:37:26.860Z,19.3438333,-155.1768333,4.66,2.19,ml,55,77,0.03613,0.13,hv,hv71351717,2020-01-28T02:35:21.120Z,"11km SSE of Volcano, Hawaii",earthquake,0.29,0.64,0.152,19,reviewed,hv,hv
2020-01-26T07:26:56.230Z,33.6026667,-117.2121667,13.34,1.55,ml,60,36,0.01422,0.21,ci,ci39282512,2020-01-27T15:19:20.724Z,"5km N of Murrieta, CA",earthquake,0.24,0.53,0.24,27,reviewed,ci,ci
2020-01-26T07:24:20.063Z,58.9897,-153.9371,1.1,2.1,ml,,,,0.71,ak,ak020174a8t0,2020-01-27T22:52:22.818Z,"101km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-26T07:24:07.870Z,51.2491,-179.9124,35.58,5.2,mww,,126,0.51,0.68,us,us60007gae,2020-01-27T22:52:21.709Z,"56km W of Amatignak Island, Alaska",earthquake,7.7,7.2,0.08,15,reviewed,us,us
2020-01-26T07:24:04.176Z,12.7016,-87.057,164.15,4.7,mb,,143,0.035,0.68,us,us60007gag,2020-01-26T08:07:43.504Z,"11km NE of Chinandega, Nicaragua",earthquake,8.4,7.8,0.034,268,reviewed,us,us
2020-01-26T07:23:56.288Z,51.8742,-177.9585,8.7,3,ml,,,,0.63,ak,ak020174a3vw,2020-01-27T22:52:46.297Z,"12km E of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-26T07:22:55.930Z,51.8573333,-177.9656667,2.57,1.7,ml,6,130,0.04347,0.12,av,av62129231,2020-01-27T18:33:21.200Z,"12km ESE of Tanaga Volcano, Alaska",earthquake,0.35,1.08,0.134,6,reviewed,av,av
2020-01-26T07:20:53.960Z,38.8185005,-122.8133316,-0.28,0.55,md,8,103,0.00551,0.1,nc,nc73331951,2020-01-26T08:59:03.375Z,"7km NW of The Geysers, CA",earthquake,0.4,1.24,,1,automatic,nc,nc
2020-01-26T07:20:14.984Z,17.9375,-66.9953,10,3.1,ml,,220,0.056,0.2,us,us60007gac,2020-01-26T15:22:56.164Z,"6km SE of La Parguera, Puerto Rico",earthquake,2.5,1.4,0.062,34,reviewed,us,us
2020-01-26T07:18:18.880Z,38.7960014,-122.7711639,1.44,1.86,md,37,76,0.01007,0.05,nc,nc73331946,2020-01-26T08:34:03.034Z,"2km NNW of The Geysers, CA",earthquake,0.2,0.25,0.13,11,automatic,nc,nc
2020-01-26T07:17:53.427Z,58.9897,-153.9497,2.1,1.8,ml,,,,0.97,ak,ak0201748tdd,2020-01-27T22:52:21.086Z,"100km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-26T07:11:30.742Z,60.2501,-141.2641,0,1.7,ml,,,,0.35,ak,ak0201747hbn,2020-01-27T22:52:20.452Z,"67km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-26T07:08:57.469Z,36.53116667,-98.981,7.38,1.64,ml,42,86,0.04859046489,0.11,ok,ok2020bufs,2020-01-27T17:41:07.003Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.2,16,reviewed,ok,ok
2020-01-26T07:08:14.150Z,35.9618333,-117.3231667,0.09,1.45,ml,16,115,0.07778,0.18,ci,ci39282504,2020-01-26T07:12:04.341Z,"23km NNE of Trona, CA",earthquake,0.49,31.61,0.091,18,automatic,ci,ci
2020-01-26T07:08:13.666Z,50.8052,-179.7533,35,4.4,mb,,210,0.827,1.26,us,us60007ga4,2020-01-27T22:52:19.424Z,"68km SW of Amatignak Island, Alaska",earthquake,10.1,2,0.064,69,reviewed,us,us
2020-01-26T07:05:00.930Z,51.8646667,-177.9666667,5.13,2.51,ml,9,103,,0.19,av,av62129206,2020-01-27T19:03:05.930Z,"12km E of Tanaga Volcano, Alaska",earthquake,0.44,0.54,0.289,10,reviewed,av,av
2020-01-26T06:56:04.840Z,37.480999,-118.8081665,6.92,1.78,md,20,128,0.1101,0.02,nc,nc73331941,2020-01-26T08:08:02.872Z,"14km SW of Toms Place, CA",earthquake,0.3,1.51,0.28,16,automatic,nc,nc
2020-01-26T06:54:54.507Z,51.0812,-179.8437,11.5,3.6,ml,,,,0.51,ak,ak020173vbc1,2020-01-27T22:52:18.368Z,"55km WSW of Amatignak Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-01-26T06:47:11.267Z,39.3298,-119.9542,11.2,0.5,ml,11,146.28,0.074,0.1304,nn,nn00715956,2020-01-27T02:08:06.304Z,"8km N of Incline Village, Nevada",earthquake,,1.9,0.07,3,reviewed,nn,nn
2020-01-26T06:44:02.538Z,51.1122,-179.8079,3.7,3.6,ml,,,,0.57,ak,ak020173t2cs,2020-01-27T22:52:17.331Z,"51km WSW of Amatignak Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-26T06:40:53.080Z,51.2943,-179.8943,33.09,5.3,mb,,170,0.512,0.77,us,us60007g8v,2020-01-27T22:52:16.291Z,"54km W of Amatignak Island, Alaska",earthquake,8.7,6,0.025,532,reviewed,us,us
2020-01-26T06:39:04.100Z,51.0975,-179.8523,10.2,3,ml,,,,0.57,ak,ak020173rzn1,2020-01-27T22:52:15.326Z,"55km WSW of Amatignak Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-26T06:34:58.302Z,61.2399,-140.4113,12.3,1,ml,,,,0.75,ak,ak020173r0ao,2020-01-27T22:52:14.335Z,"166km WNW of Haines Junction, Canada",earthquake,,0.7,,,reviewed,ak,ak
2020-01-26T06:31:57.498Z,51.3457,-179.9173,27.06,6.1,mww,,52,0.491,0.94,us,us60007g8m,2020-01-28T02:37:45.040Z,"57km W of Amatignak Island, Alaska",earthquake,6.2,4.1,0.068,21,reviewed,us,us
2020-01-26T06:21:39.121Z,64.5586,-149.7887,10.5,1.1,ml,,,,0.8,ak,ak020173o7iw,2020-01-27T22:52:12.641Z,"32km W of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-26T06:16:47.520Z,35.5371666,-120.8395004,2.03,2.14,md,17,208,0.1016,0.04,nc,nc73331926,2020-01-26T07:16:02.562Z,"12km NNE of Cayucos, CA",earthquake,0.74,7.2,0.13,4,automatic,nc,nc
2020-01-26T06:02:53.580Z,36.5758333,-121.076,6.86,0.78,md,11,130,0.02945,0.16,nc,nc73331921,2020-01-28T01:47:29.025Z,"8km NE of Pinnacles, CA",earthquake,0.99,1.45,0.021,8,reviewed,nc,nc
2020-01-26T05:54:10.230Z,38.7908325,-122.8168335,1.79,1.05,md,18,111,0.01104,0.09,nc,nc73331916,2020-01-26T06:33:04.304Z,"6km WNW of The Geysers, CA",earthquake,0.36,0.54,0.1,4,automatic,nc,nc
2020-01-26T05:52:41.436Z,58.2519,-154.7585,14.3,1.4,ml,,,,0.46,ak,ak0201739fck,2020-01-27T22:52:12.051Z,"91km NNW of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-26T05:45:47.560Z,33.7186667,-116.718,17.5,0.68,ml,23,99,0.006826,0.23,ci,ci39282464,2020-01-27T15:19:40.129Z,"2km S of Idyllwild, CA",earthquake,0.52,0.72,0.208,16,reviewed,ci,ci
2020-01-26T05:19:15.880Z,19.1931667,-155.4531708,36.75,1.81,md,21,198,0.06865,0.15,hv,hv71351597,2020-01-26T05:22:32.510Z,"3km ESE of Pahala, Hawaii",earthquake,1.06,1.49,,3,automatic,hv,hv
2020-01-26T05:14:11.280Z,19.2040005,-155.454834,34.91,1.83,md,48,153,0.04882,0.13,hv,hv71351587,2020-01-26T05:17:30.640Z,"2km E of Pahala, Hawaii",earthquake,0.63,0.9,0.11,5,automatic,hv,hv
2020-01-26T05:10:16.270Z,32.4233333,-115.2061667,27.49,2.29,ml,23,100,0.08368,0.31,ci,ci39282456,2020-01-27T01:52:50.131Z,"8km N of Delta, B.C., MX",earthquake,0.88,1.1,0.144,26,automatic,ci,ci
2020-01-26T05:06:03.620Z,36.45983333,-98.76266667,7.92,0.84,ml,24,147,0.02429523245,0.09,ok,ok2020bubr,2020-01-27T17:44:23.109Z,"33km NW of Fairview, Oklahoma",earthquake,,0.2,0.19,9,reviewed,ok,ok
2020-01-26T05:04:24.239Z,35.993,-96.79816667,7,1.31,ml,58,73,0.003599293696,0.2,ok,ok2020bubq,2020-01-27T17:49:41.524Z,"2km WNW of Cushing, Oklahoma",earthquake,,0.4,0.28,22,reviewed,ok,ok
2020-01-26T05:01:41.580Z,33.353,-116.3163333,12.16,0.66,ml,19,114,0.01091,0.15,ci,ci39282448,2020-01-26T05:05:17.538Z,"12km NNE of Borrego Springs, CA",earthquake,0.33,0.57,0.206,12,automatic,ci,ci
2020-01-26T05:01:16.322Z,61.1658,-140.468,14.4,1.4,ml,,,,0.64,ak,ak020172yfu8,2020-01-27T22:52:11.461Z,"162km NE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-26T04:48:14.300Z,37.6361656,-122.0453339,0.83,1.7,md,21,98,0.07005,0.16,nc,nc73331906,2020-01-26T10:44:55.774Z,"3km ESE of Hayward, CA",earthquake,0.34,2.3,0.11,16,automatic,nc,nc
2020-01-26T04:44:18.920Z,37.637001,-118.9424973,4.13,0.82,md,9,106,0.02412,0.01,nc,nc73331901,2020-01-26T05:15:03.837Z,"3km E of Mammoth Lakes, CA",earthquake,1.2,2.72,0.13,8,automatic,nc,nc
2020-01-26T04:42:38.200Z,33.5023333,-116.77,2.23,0.54,ml,21,37,0.02726,0.18,ci,ci39282440,2020-01-26T04:46:28.364Z,"11km WSW of Anza, CA",earthquake,0.23,0.31,0.107,21,automatic,ci,ci
2020-01-26T04:19:02.011Z,60.3751,-141.2325,2.8,1.8,ml,,,,0.44,ak,ak020172gu1z,2020-01-27T22:52:10.874Z,"74km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-26T04:18:20.380Z,35.8593333,-117.6788333,7.06,0.23,ml,7,84,0.07911,0.09,ci,ci39282432,2020-01-26T04:21:52.323Z,"22km ESE of Little Lake, CA",earthquake,0.31,1.13,0.077,4,automatic,ci,ci
2020-01-26T04:01:51.960Z,35.6425,-117.4853333,8.69,1.32,ml,18,106,0.1531,0.2,ci,ci39282424,2020-01-26T04:05:31.228Z,"16km SSW of Searles Valley, CA",earthquake,0.41,1.54,0.131,18,automatic,ci,ci
2020-01-26T04:01:24.310Z,19.2156658,-155.4168396,33.01,1.91,md,41,146,0.02839,0.12,hv,hv71351512,2020-01-26T04:04:34.890Z,"6km E of Pahala, Hawaii",earthquake,0.56,0.66,0.2,3,automatic,hv,hv
2020-01-26T03:58:52.320Z,19.2188339,-155.4109955,32.63,1.84,md,29,148,0.02253,0.13,hv,hv71351507,2020-01-26T04:02:02.770Z,"7km ENE of Pahala, Hawaii",earthquake,0.84,0.87,,3,automatic,hv,hv
2020-01-26T03:58:48.730Z,35.8575,-117.6966667,6.26,0.24,ml,8,78,0.07387,0.23,ci,ci39282416,2020-01-26T04:02:26.208Z,"21km ESE of Little Lake, CA",earthquake,0.63,2.22,0.182,4,automatic,ci,ci
2020-01-26T03:58:09.400Z,35.9096667,-117.73,9.7,0.8,ml,17,55,0.07504,0.13,ci,ci39282408,2020-01-27T15:20:56.748Z,"16km E of Little Lake, CA",earthquake,0.26,0.6,0.237,10,reviewed,ci,ci
2020-01-26T03:57:23.760Z,33.679,-116.7453333,14.92,0.63,ml,25,82,0.04129,0.16,ci,ci39282400,2020-01-27T15:21:00.734Z,"7km SSW of Idyllwild, CA",earthquake,0.35,0.45,0.125,19,reviewed,ci,ci
2020-01-26T03:57:21.568Z,51.1492,-179.9981,34.29,5.3,mww,,126,0.496,1.3,us,us60007g6e,2020-01-27T22:52:09.791Z,"63km W of Amatignak Island, Alaska",earthquake,4.4,4.3,0.08,15,reviewed,us,us
2020-01-26T03:54:05.340Z,37.6351667,-118.8626667,7.1,0,md,9,101,0.01615,0.02,nc,nc73331891,2020-01-27T19:41:03.053Z,"10km E of Mammoth Lakes, CA",earthquake,0.62,2.27,0.197,8,reviewed,nc,nc
2020-01-26T03:53:00.920Z,34.2685,-116.4448333,8.66,1.19,ml,17,75,0.05643,0.18,ci,ci39282392,2020-01-27T15:21:50.110Z,"17km N of Yucca Valley, CA",earthquake,0.42,0.98,0.152,29,reviewed,ci,ci
2020-01-26T03:48:47.780Z,33.217,-115.9908333,6.05,0.85,ml,21,85,0.1606,0.22,ci,ci39282384,2020-01-26T03:52:17.273Z,"10km SSW of Salton City, CA",earthquake,0.42,3.18,0.092,12,automatic,ci,ci
2020-01-26T03:44:02.630Z,33.637,-116.699,11.97,0.91,ml,32,47,0.06941,0.13,ci,ci39282376,2020-01-27T15:21:53.410Z,"9km NNW of Anza, CA",earthquake,0.24,0.38,0.148,26,reviewed,ci,ci
2020-01-26T03:37:52.240Z,19.194334,-155.4544983,33.82,1.9,md,38,196,0.06824,0.13,hv,hv71351477,2020-01-26T03:41:02.790Z,"2km ESE of Pahala, Hawaii",earthquake,0.76,1.08,0.03,3,automatic,hv,hv
2020-01-26T03:17:47.217Z,59.2745,-153.8184,107.9,3.1,ml,,,,0.66,ak,ak020171v2d3,2020-01-27T23:20:44.673Z,"86km SE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-26T03:09:43.830Z,33.4885,-116.7881667,6.54,0.38,ml,23,69,0.02589,0.13,ci,ci39282368,2020-01-27T18:13:22.659Z,"9km NE of Aguanga, CA",earthquake,0.2,0.43,0.092,10,reviewed,ci,ci
2020-01-26T03:06:03.260Z,33.5236667,-116.5656667,14.13,0.69,ml,34,36,0.04177,0.2,ci,ci39282360,2020-01-26T03:09:48.100Z,"11km ESE of Anza, CA",earthquake,0.28,0.4,0.195,20,automatic,ci,ci
2020-01-26T02:57:01.730Z,38.8043327,-122.7819977,2.27,0.55,md,7,95,0.008972,0.01,nc,nc73331886,2020-01-26T03:23:02.155Z,"4km NW of The Geysers, CA",earthquake,0.79,1.06,,1,automatic,nc,nc
2020-01-26T02:56:20.820Z,38.8035011,-122.7821655,2.67,0.92,md,13,75,0.009812,0.01,nc,nc73331881,2020-01-26T04:21:04.521Z,"4km NW of The Geysers, CA",earthquake,0.33,0.64,0.12,3,automatic,nc,nc
2020-01-26T02:53:59.756Z,37.4477,-115.5235,3.8,1,ml,12,115.45,0.265,0.1126,nn,nn00715916,2020-01-28T00:54:53.540Z,"33km WNW of Alamo, Nevada",earthquake,,4.4,0.24,4,reviewed,nn,nn
2020-01-26T02:51:43.610Z,17.8935,-66.8035,9,2.97,md,12,222,0.1113,0.09,pr,pr2020026003,2020-01-26T23:06:51.278Z,"11km S of Indios, Puerto Rico",earthquake,0.62,0.51,0.41,6,reviewed,pr,pr
2020-01-26T02:50:32.333Z,13.4419,145.1495,54.26,4.3,mb,,142,0.31,1.14,us,us60007gsv,2020-01-27T02:25:51.451Z,"29km ESE of Yigo Mayor's Office, Guam",earthquake,10.2,7.8,0.177,10,reviewed,us,us
2020-01-26T02:49:38.689Z,64.6748,-147.6887,14.2,0.9,ml,,,,0.14,ak,ak020171gh4b,2020-01-27T22:52:08.574Z,"15km SSW of Badger, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-26T02:49:18.263Z,45.1551,-67.2745,5,1,ml,,143,0.209,0.42,us,us60007gg2,2020-01-26T21:58:53.040Z,"3km S of Calais, Maine",earthquake,1.7,1.9,0.148,6,reviewed,us,us
2020-01-26T02:48:47.280Z,17.9435,-68.3823,12,4.03,md,11,334,1.005,0.33,pr,pr2020026002,2020-01-26T10:51:17.939Z,"66km SE of Boca de Yuma, Dominican Republic",earthquake,15.54,22.37,0.01,5,reviewed,pr,pr
2020-01-26T02:47:23.560Z,35.877,-117.6951667,7.46,0.74,ml,17,75,0.07955,0.12,ci,ci39282352,2020-01-26T02:51:05.746Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.76,0.131,8,automatic,ci,ci
2020-01-26T02:47:03.481Z,3.426,124.6202,269.04,4.3,mb,,104,3.805,1.11,us,us60007g62,2020-01-26T05:21:29.040Z,"215km N of Manado, Indonesia",earthquake,10.7,9.1,0.104,26,reviewed,us,us
2020-01-26T02:46:33.737Z,-35.6883,-179.2384,10,4.5,mb,,234,2.719,0.77,us,us60007g5h,2020-01-26T03:46:28.040Z,"East of the North Island of New Zealand",earthquake,13.8,2,0.221,6,reviewed,us,us
2020-01-26T02:25:52.369Z,38.1551,-117.8868,5.1,1.8,ml,20,50.34,0.349,0.2146,nn,nn00715915,2020-01-28T00:42:33.427Z,"58km W of Tonopah, Nevada",earthquake,,3.1,0.18,9,reviewed,nn,nn
2020-01-26T02:22:48.867Z,38.1946,38.8012,10,4.4,mb,,83,0.968,1.23,us,us60007g50,2020-01-26T02:37:37.040Z,"23km NE of Sincik, Turkey",earthquake,3.5,1.8,0.09,36,reviewed,us,us
2020-01-26T02:21:15.970Z,38.8053322,-122.8021698,3.21,0.55,md,11,72,0.005976,0.02,nc,nc73331866,2020-01-26T03:55:03.362Z,"5km NW of The Geysers, CA",earthquake,0.4,1.2,,1,automatic,nc,nc
2020-01-26T02:21:03.370Z,37.5753333,-118.7923333,6.26,0.67,md,17,149,0.03269,0.03,nc,nc73331871,2020-01-27T19:19:03.100Z,"10km W of Toms Place, CA",earthquake,0.73,0.54,0.204,16,reviewed,nc,nc
2020-01-26T02:00:41.390Z,36.4625,-98.76366667,7.53,2.11,ml,54,62,0,0.17,ok,ok2020btvn,2020-01-27T17:01:41.224Z,"33km NW of Fairview, Oklahoma",earthquake,,0.2,0.23,21,reviewed,ok,ok
2020-01-26T01:59:27.400Z,17.9085,-66.8606,10,3.56,md,12,217,0.0691,0.24,pr,pr2020026000,2020-01-27T02:01:01.035Z,"16km SSE of Guanica, Puerto Rico",earthquake,1.21,0.83,0.14,6,reviewed,pr,pr
2020-01-26T01:57:25.191Z,38.4817,-118.3607,4.5,1.8,ml,13,56,0.05,0.1775,nn,nn00715912,2020-01-28T00:30:12.033Z,"23km ESE of Hawthorne, Nevada",earthquake,,3,0.29,4,reviewed,nn,nn
2020-01-26T01:57:25.000Z,36.5750008,-121.1651688,3.77,1.55,md,9,158,0.01662,0.13,nc,nc73331856,2020-01-26T03:30:03.196Z,"5km NNW of Pinnacles, CA",earthquake,0.65,0.89,0.24,6,automatic,nc,nc
2020-01-26T01:48:03.320Z,17.9665,-66.7646,16,2.52,md,12,199,0.1149,0.18,pr,pr2020026001,2020-01-26T02:37:54.505Z,"5km S of Magas Arriba, Puerto Rico",earthquake,1.09,0.78,0.26,6,reviewed,pr,pr
2020-01-26T01:47:50.800Z,35.9635,-117.326,-0.06,1.78,ml,22,74,0.08026,0.17,ci,ci39282336,2020-01-26T01:51:38.359Z,"23km NNE of Trona, CA",earthquake,0.36,31.61,0.106,26,automatic,ci,ci
2020-01-26T01:41:12.310Z,51.8376,-177.8298,4.4,1.7,ml,,,,0.58,ak,ak020170t4xx,2020-01-27T22:52:07.632Z,"22km ESE of Tanaga Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-26T01:35:45.380Z,35.99316667,-96.79933333,6.83,1.75,ml,56,73,0.002699470272,0.19,ok,ok2020btut,2020-01-27T17:56:22.389Z,"3km WNW of Cushing, Oklahoma",earthquake,,0.3,0.1,4,reviewed,ok,ok
2020-01-26T01:30:02.930Z,35.6891667,-117.5058333,11.68,0.77,ml,8,161,0.1467,0.17,ci,ci39282320,2020-01-26T01:33:47.430Z,"13km SW of Searles Valley, CA",earthquake,0.71,1.46,0.089,8,automatic,ci,ci
2020-01-26T01:27:43.450Z,38.8353348,-122.7904968,1.62,0.84,md,15,101,0.003072,0.03,nc,nc73331851,2020-01-26T02:01:03.654Z,"6km WNW of Cobb, CA",earthquake,0.29,0.41,0.23,4,automatic,nc,nc
